canonical_id,column_excel,sheet,study,granularity,db_target,in_ecmo,in_acc,overlap_ecmo_acc,occurrence_count,all_db_targets,patient_scenarios,unified_collection
ecmo.lens_id,ECMO LENS,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → ECMO LENS,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ECMO LENS || ECMO → ANAGRAFICA → ECMO LENS || ECMO → CANNULA → ECMO LENS || ECMO → CARDIAC SURGERY PROCEDURES → ECMO LENS || ECMO → CARDIAC → ECMO LENS || ECMO → CATH DURING ECMO → ECMO LENS || ECMO → COMPLICANZE → ECMO LENS || ECMO → DIAGNOSI → ECMO LENS || ECMO → ECLS CARE → ECMO LENS || ECMO → ECPR 24HRS → ECMO LENS || ECMO → ECPR ACC → ECMO LENS || ECMO → ECPR INCANULAMENTO → ECMO LENS || ECMO → ECPR_ANAMNESI → ECMO LENS || ECMO → EQUIPMENT → ECMO LENS || ECMO → INFEZIONI → ECMO LENS || ECMO → OUTCOME → ECMO LENS || ECMO → PRE-ECLS ASSESSMENT → ECMO LENS || ECMO → PRE-ECLS SUPPORT → ECMO LENS || ECMO → PROCEDURES → ECMO LENS || ECMO → RUN → ECMO LENS,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
ecmo.elso_id,ELSO,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
study.year,ANNO,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Se ECPR; può coesistere con ACC (arresto),UNIFICARE (1 inserimento)
ecmo.run_number,RUN,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.PRECIPITATING_EVENT_CARDIAC,PRECIPITATING EVENT_CARDIAC,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → PRECIPITATING EVENT_CARDIAC,True,False,False,1,ECMO → ECPR_ANAMNESI → PRECIPITATING EVENT_CARDIAC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.EVENTI_ANTECEDENTI_CARDIAC_4_ORE,EVENTI ANTECEDENTI CARDIAC (>4 ORE),ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI CARDIAC (>4 ORE),True,False,False,1,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI CARDIAC (>4 ORE),Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.EVENTI_ANTECEDENTI_NON_CARDIAC_4_ORE,EVENTI ANTECEDENTI NON-CARDIAC (>4 ORE),ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI NON-CARDIAC (>4 ORE),True,False,False,1,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI NON-CARDIAC (>4 ORE),Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.EVENTI_ANTECEDENTI_NEURO_4_ORE,EVENTI ANTECEDENTI NEURO (>4 ORE),ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI NEURO (>4 ORE),True,False,False,1,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI NEURO (>4 ORE),Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.EVENTI_ANTECEDENTI_TOXIC_4_ORE,EVENTI ANTECEDENTI TOXIC (>4 ORE),ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI TOXIC (>4 ORE),True,False,False,1,ECMO → ECPR_ANAMNESI → EVENTI ANTECEDENTI TOXIC (>4 ORE),Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITIONS_CARDIAC,CO-MORBID CONDITIONS_CARDIAC,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITIONS_CARDIAC,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITIONS_CARDIAC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITIONS_NON_CARDIAC,CO-MORBID CONDITIONS_NON-CARDIAC,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITIONS_NON-CARDIAC,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITIONS_NON-CARDIAC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITION_NEUROLOGICAL,CO-MORBID CONDITION_NEUROLOGICAL,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_NEUROLOGICAL,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_NEUROLOGICAL,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITION_TOXIC_METABOLIC,CO-MORBID CONDITION_TOXIC-METABOLIC,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_TOXIC-METABOLIC,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_TOXIC-METABOLIC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITION_INFECTION,CO-MORBID CONDITION_INFECTION,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_INFECTION,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_INFECTION,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CO_MORBID_CONDITION_OTHER,CO-MORBID CONDITION_OTHER,ECPR_ANAMNESI,ECMO,ecmo_ecpr_module,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_OTHER,True,False,False,1,ECMO → ECPR_ANAMNESI → CO-MORBID CONDITION_OTHER,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
patient.sdo,SDO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.cognome,COGNOME,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → COGNOME,True,True,True,30,ACC → 6 - 12H → COGNOME || ACC → Ammissione → COGNOME || ACC → Anagrafica → COGNOME || ACC → Anamnesi → COGNOME || ACC → DAY 1 → COGNOME || ACC → DAY 2 → COGNOME || ACC → DAY 3 → COGNOME || ACC → Outcome → COGNOME || ACC → PS → COGNOME || ACC → Pre-H → COGNOME || ECMO → 24HRS ECLS ASSESSMENT → COGNOME || ECMO → ANAGRAFICA → COGNOME || ECMO → CANNULA → COGNOME || ECMO → CARDIAC SURGERY PROCEDURES → COGNOME || ECMO → CARDIAC → COGNOME || ECMO → CATH DURING ECMO → COGNOME || ECMO → COMPLICANZE → COGNOME || ECMO → DIAGNOSI → COGNOME || ECMO → ECLS CARE → COGNOME || ECMO → ECPR 24HRS → COGNOME || ECMO → ECPR ACC → COGNOME || ECMO → ECPR INCANULAMENTO → COGNOME || ECMO → ECPR_ANAMNESI → COGNOME || ECMO → EQUIPMENT → COGNOME || ECMO → INFEZIONI → COGNOME || ECMO → OUTCOME → COGNOME || ECMO → PRE-ECLS ASSESSMENT → COGNOME || ECMO → PRE-ECLS SUPPORT → COGNOME || ECMO → PROCEDURES → COGNOME || ECMO → RUN → COGNOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.nome,NOME,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → NOME,True,True,True,30,ACC → 6 - 12H → NOME || ACC → Ammissione → NOME || ACC → Anagrafica → NOME || ACC → Anamnesi → NOME || ACC → DAY 1 → NOME || ACC → DAY 2 → NOME || ACC → DAY 3 → NOME || ACC → Outcome → NOME || ACC → PS → NOME || ACC → Pre-H → NOME || ECMO → 24HRS ECLS ASSESSMENT → NOME || ECMO → ANAGRAFICA → NOME || ECMO → CANNULA → NOME || ECMO → CARDIAC SURGERY PROCEDURES → NOME || ECMO → CARDIAC → NOME || ECMO → CATH DURING ECMO → NOME || ECMO → COMPLICANZE → NOME || ECMO → DIAGNOSI → NOME || ECMO → ECLS CARE → NOME || ECMO → ECPR 24HRS → NOME || ECMO → ECPR ACC → NOME || ECMO → ECPR INCANULAMENTO → NOME || ECMO → ECPR_ANAMNESI → NOME || ECMO → EQUIPMENT → NOME || ECMO → INFEZIONI → NOME || ECMO → OUTCOME → NOME || ECMO → PRE-ECLS ASSESSMENT → NOME || ECMO → PRE-ECLS SUPPORT → NOME || ECMO → PROCEDURES → NOME || ECMO → RUN → NOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
ecmo.lens_id,ECMO LENS,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ECMO LENS,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ECMO LENS || ECMO → ANAGRAFICA → ECMO LENS || ECMO → CANNULA → ECMO LENS || ECMO → CARDIAC SURGERY PROCEDURES → ECMO LENS || ECMO → CARDIAC → ECMO LENS || ECMO → CATH DURING ECMO → ECMO LENS || ECMO → COMPLICANZE → ECMO LENS || ECMO → DIAGNOSI → ECMO LENS || ECMO → ECLS CARE → ECMO LENS || ECMO → ECPR 24HRS → ECMO LENS || ECMO → ECPR ACC → ECMO LENS || ECMO → ECPR INCANULAMENTO → ECMO LENS || ECMO → ECPR_ANAMNESI → ECMO LENS || ECMO → EQUIPMENT → ECMO LENS || ECMO → INFEZIONI → ECMO LENS || ECMO → OUTCOME → ECMO LENS || ECMO → PRE-ECLS ASSESSMENT → ECMO LENS || ECMO → PRE-ECLS SUPPORT → ECMO LENS || ECMO → PROCEDURES → ECMO LENS || ECMO → RUN → ECMO LENS,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
ecmo.elso_id,ELSO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
study.year,ANNO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Se ECPR; può coesistere con ACC (arresto),UNIFICARE (1 inserimento)
unique.TIPO,TIPO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → TIPO,True,False,False,2,ECMO → CARDIAC → TIPO || ECMO → ECPR ACC → TIPO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ALTRI_ARRESTI_NELLE_24_ORE_PRECEDENTI,ALTRI ARRESTI NELLE 24 ORE PRECEDENTI,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ALTRI ARRESTI NELLE 24 ORE PRECEDENTI,True,False,False,1,ECMO → ECPR ACC → ALTRI ARRESTI NELLE 24 ORE PRECEDENTI,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.TESTIMONIATO,TESTIMONIATO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → TESTIMONIATO,True,True,True,2,ACC → Pre-H → TESTIMONIATO || ECMO → ECPR ACC → TESTIMONIATO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.LOCATION_OHCA,LOCATION_OHCA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → LOCATION_OHCA,True,False,False,1,ECMO → ECPR ACC → LOCATION_OHCA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.LOCATION_IHCA,LOCATION_IHCA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → LOCATION_IHCA,True,False,False,1,ECMO → ECPR ACC → LOCATION_IHCA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.EMS_ON_SCENE,EMS ON SCENE,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → EMS ON SCENE,True,False,False,1,ECMO → ECPR ACC → EMS ON SCENE,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.BYSTANDERS_CPR,BYSTANDERS CPR,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → BYSTANDERS CPR,True,False,False,1,ECMO → ECPR ACC → BYSTANDERS CPR,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.BAYSTANDERS_PAD,BAYSTANDERS PAD,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → BAYSTANDERS PAD,True,False,False,1,ECMO → ECPR ACC → BAYSTANDERS PAD,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.CITTA,CITTA',ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → CITTA',True,True,True,2,ACC → Pre-H → CITTA || ECMO → ECPR ACC → CITTA',Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.INDIRIZZO,INDIRIZZO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → INDIRIZZO,True,True,True,2,ACC → Pre-H → INDIRIZZO || ECMO → ECPR ACC → INDIRIZZO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.PIANO,PIANO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → PIANO,True,True,True,2,ACC → Pre-H → PIANO || ECMO → ECPR ACC → PIANO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.DATA_ACC,DATA ACC,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → DATA ACC,True,False,False,1,ECMO → ECPR ACC → DATA ACC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ORA_ACC,ORA ACC,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ORA ACC,True,False,False,1,ECMO → ECPR ACC → ORA ACC,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.OTA_ARRIVO_MSB,OTA ARRIVO MSB,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → OTA ARRIVO MSB,True,False,False,1,ECMO → ECPR ACC → OTA ARRIVO MSB,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ARRIVO_MSA,ARRIVO MSA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ARRIVO MSA,True,False,False,1,ECMO → ECPR ACC → ARRIVO MSA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.INIZIO_CPR,INIZIO CPR,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → INIZIO CPR,True,False,False,1,ECMO → ECPR ACC → INIZIO CPR,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.RITMO_DI_PRESENTAZIONE_MSB,RITMO DI PRESENTAZIONE MSB,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → RITMO DI PRESENTAZIONE MSB,True,False,False,1,ECMO → ECPR ACC → RITMO DI PRESENTAZIONE MSB,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.RITMO_DI_PRESENTAZIONE_MSA,RITMO DI PRESENTAZIONE MSA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → RITMO DI PRESENTAZIONE MSA,True,False,False,1,ECMO → ECPR ACC → RITMO DI PRESENTAZIONE MSA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.RITMO,RITMO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → RITMO,True,True,True,2,ACC → Pre-H → RITMO || ECMO → ECPR ACC → RITMO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.IOT,IOT,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → IOT,True,False,False,1,ECMO → ECPR ACC → IOT,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.SHOCK_DAE,SHOCK DAE,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → SHOCK DAE,True,False,False,1,ECMO → ECPR ACC → SHOCK DAE,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.SHOCK_MSA,SHOCK MSA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → SHOCK MSA,True,False,False,1,ECMO → ECPR ACC → SHOCK MSA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ADRENALINA,ADRENALINA,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ADRENALINA,True,False,False,1,ECMO → ECPR ACC → ADRENALINA,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.AMIODARONE,AMIODARONE,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → AMIODARONE,True,False,False,1,ECMO → ECPR ACC → AMIODARONE,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ALTRO,ALTRO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ALTRO,True,False,False,2,ECMO → ECPR ACC → ALTRO || ECMO → OUTCOME → ALTRO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ROSC_INTERCORRENTI,ROSC INTERCORRENTI,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ROSC INTERCORRENTI,True,False,False,1,ECMO → ECPR ACC → ROSC INTERCORRENTI,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.MCE_MECCANICO,MCE MECCANICO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → MCE MECCANICO,True,False,False,1,ECMO → ECPR ACC → MCE MECCANICO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.TRASPORTO,TRASPORTO,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → TRASPORTO,True,True,True,2,ACC → Pre-H → TRASPORTO || ECMO → ECPR ACC → TRASPORTO,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
unique.ARRIVO_IN_PS,ARRIVO IN PS,ECPR ACC,ECMO,ecmo_ecpr_module,ECMO → ECPR ACC → ARRIVO IN PS,True,False,False,1,ECMO → ECPR ACC → ARRIVO IN PS,Se ECPR; può coesistere con ACC (arresto),PER STUDIO/FOGLIO
patient.sdo,SDO,ECPR INCANULAMENTO,ECMO,ecmo_ecpr_module,ECMO → ECPR INCANULAMENTO → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.cognome,COGNOME,ECPR INCANULAMENTO,ECMO,ecmo_ecpr_module,ECMO → ECPR INCANULAMENTO → COGNOME,True,True,True,30,ACC → 6 - 12H → COGNOME || ACC → Ammissione → COGNOME || ACC → Anagrafica → COGNOME || ACC → Anamnesi → COGNOME || ACC → DAY 1 → COGNOME || ACC → DAY 2 → COGNOME || ACC → DAY 3 → COGNOME || ACC → Outcome → COGNOME || ACC → PS → COGNOME || ACC → Pre-H → COGNOME || ECMO → 24HRS ECLS ASSESSMENT → COGNOME || ECMO → ANAGRAFICA → COGNOME || ECMO → CANNULA → COGNOME || ECMO → CARDIAC SURGERY PROCEDURES → COGNOME || ECMO → CARDIAC → COGNOME || ECMO → CATH DURING ECMO → COGNOME || ECMO → COMPLICANZE → COGNOME || ECMO → DIAGNOSI → COGNOME || ECMO → ECLS CARE → COGNOME || ECMO → ECPR 24HRS → COGNOME || ECMO → ECPR ACC → COGNOME || ECMO → ECPR INCANULAMENTO → COGNOME || ECMO → ECPR_ANAMNESI → COGNOME || ECMO → EQUIPMENT → COGNOME || ECMO → INFEZIONI → COGNOME || ECMO → OUTCOME → COGNOME || ECMO → PRE-ECLS ASSESSMENT → COGNOME || ECMO → PRE-ECLS SUPPORT → COGNOME || ECMO → PROCEDURES → COGNOME || ECMO → RUN → COGNOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
